HI,Hawaii,43585,47068,50038,4,8.0,6.3,1
HI,Honolulu,57560,60114,63912,1,4.4,6.3,3
HI,Kauai,50670,53608,56103,3,5.8,4.7,2
HI,Maui + Kalawao,52301,53586,58520,2,2.5,9.2,4
